2026-05-02 09:39:41,857 | INFO | train_lisa | Loading user dataset from data/processed/ratio_1
2026-05-02 09:39:44,648 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,649 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,649 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,650 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,653 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,653 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,655 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:44,660 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/meta-llama/Llama-2-7b-chat-hf/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,046 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,074 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,081 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,084 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,084 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,087 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,087 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,087 | INFO | train_lisa | Loading and preparing 1000 safe BeaverTails anchors
2026-05-02 09:39:45,112 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,122 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,122 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,131 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,132 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,137 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,140 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,140 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,145 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,145 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,145 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,149 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,154 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,155 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,174 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-05-02 09:39:45,183 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/PKU-Alignment/BeaverTails/8401fe609d288129cc684a9b3be6a93e41cfe678/README.md "HTTP/1.1 200 OK"
2026-05-02 09:39:45,240 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,240 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,241 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,242 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,243 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,244 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,245 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,246 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,342 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,345 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,346 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,347 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,347 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,351 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,352 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,367 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/PKU-Alignment/BeaverTails/PKU-Alignment/BeaverTails.py "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,446 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,447 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,448 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,448 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,449 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,450 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,451 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,454 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/revision/8401fe609d288129cc684a9b3be6a93e41cfe678 "HTTP/1.1 200 OK"
2026-05-02 09:39:45,494 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,496 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,498 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,498 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,499 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,499 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,500 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,506 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,586 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,587 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,587 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,587 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,590 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,592 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,596 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,596 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=PKU-Alignment/BeaverTails "HTTP/1.1 200 OK"
2026-05-02 09:39:45,633 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,633 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,638 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,641 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,643 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,644 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,644 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,646 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F330k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,680 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,686 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,687 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,691 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,693 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,695 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,695 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,731 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,732 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,734 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,742 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,744 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,745 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,750 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:45,912 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/PKU-Alignment/BeaverTails/tree/8401fe609d288129cc684a9b3be6a93e41cfe678/round0%2F30k?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-05-02 09:39:45,968 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/PKU-Alignment/BeaverTails/resolve/8401fe609d288129cc684a9b3be6a93e41cfe678/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-05-02 09:39:48,114 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-02 09:39:48,121 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-02 09:39:48,156 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-02 09:39:48,173 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
2026-05-02 09:39:48,179 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
2026-05-02 09:39:48,181 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-02 09:39:48,210 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
2026-05-02 09:39:48,211 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/meta-llama/Llama-2-7b-chat-hf/resolve/main/config.json "HTTP/1.1 200 OK"
`torch_dtype` is deprecated! Use `dtype` instead!
`torch_dtype` is deprecated! Use `dtype` instead!
